,Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue,Sumperemp
455,Hospital 1076,District 8,Instrument 2,52048,52048.0
456,Hospital 1078,District 50,Instrument 2,9011,9011.0
457,Hospital 1081,District 20,Instrument 8,4622900,55034.52380952381
458,Hospital 1084,District 34,Instrument 2,558,5.264150943396227
459,Hospital 1084,District 34,Instrument 3,120,1.1320754716981132
460,Hospital 1084,District 41,Instrument 2,14850,280.188679245283
461,Hospital 1084,District 41,Instrument 3,3948,74.49056603773585
462,Hospital 1085,District 13,Instrument 2,15120,265.2631578947368
463,Hospital 1085,District 13,Instrument 3,7392,129.68421052631578
464,Hospital 1085,District 32,Instrument 2,2778,2778.0
465,Hospital 1085,District 32,Instrument 3,1970,1970.0
466,Hospital 1085,District 50,Instrument 2,13192,13192.0
467,Hospital 1085,District 50,Instrument 3,2993,2993.0
468,Hospital 1087,District 39,Instrument 2,107105,6.589860333476897
469,Hospital 1088,District 41,Instrument 2,13968,115.43801652892562
470,Hospital 1088,District 41,Instrument 3,23106,190.95867768595042
471,Hospital 1090,District 13,Instrument 2,163101,462.042492917847
472,Hospital 1090,District 15,Instrument 2,8064,8064.0
473,Hospital 1090,District 17,Instrument 2,15812,527.0666666666667
474,Hospital 1090,District 20,Instrument 2,60634,518.2393162393163
475,Hospital 1090,District 20,Instrument 3,41058,350.9230769230769
476,Hospital 1090,District 4,Instrument 2,30192,192.30573248407643
477,Hospital 1090,District 41,Instrument 2,70620,328.4651162790698
478,Hospital 1090,District 41,Instrument 3,720,3.3488372093023258
479,Hospital 1090,District 8,Instrument 2,44148,545.0370370370371
480,Hospital 1091,District 13,Instrument 2,27438,191.87412587412587
481,Hospital 1091,District 13,Instrument 5,504,3.5244755244755246
482,Hospital 1091,District 17,Instrument 2,40708,1163.0857142857142
483,Hospital 1091,District 17,Instrument 3,1149,32.82857142857143
484,Hospital 1091,District 18,Instrument 5,2648,20.6875
485,Hospital 1091,District 18,Instrument 7,2446,19.109375
486,Hospital 1091,District 28,Instrument 2,131065,513.9803921568628
487,Hospital 1091,District 28,Instrument 3,19560,76.70588235294117
488,Hospital 1091,District 28,Instrument 5,54742,214.67450980392158
489,Hospital 1091,District 39,Instrument 7,1920,1920.0
490,Hospital 1091,District 41,Instrument 2,15300,147.1153846153846
491,Hospital 1091,District 41,Instrument 3,15300,147.1153846153846
492,Hospital 1091,District 50,Instrument 2,39257,39257.0
493,Hospital 1091,District 50,Instrument 5,7258,7258.0
494,Hospital 1092,District 3,Instrument 2,149253,13.74210477856551
495,Hospital 1092,District 34,Instrument 2,908979,37874.125
496,Hospital 1092,District 34,Instrument 3,358012,14917.166666666666
497,Hospital 1092,District 34,Instrument 4,102750,4281.25
498,Hospital 1092,District 34,Instrument 5,2520,105.0
499,Hospital 1092,District 34,Instrument 7,2643111,110129.625
500,Hospital 1092,District 34,Instrument 8,180,7.5
501,Hospital 1092,District 5,Instrument 2,27480,27480.0
502,Hospital 1093,District 13,Instrument 3,7866,374.57142857142856
503,Hospital 1093,District 13,Instrument 5,6282,299.14285714285717
504,Hospital 1093,District 20,Instrument 2,15510,146.32075471698113
505,Hospital 1093,District 20,Instrument 3,180,1.6981132075471699
506,Hospital 1093,District 41,Instrument 2,900,5.027932960893855
507,Hospital 1093,District 41,Instrument 3,4428,24.737430167597765
508,Hospital 1093,District 41,Instrument 5,3300,18.435754189944134
509,Hospital 1094,District 20,Instrument 2,44206,44206.0
510,Hospital 1094,District 20,Instrument 3,17615,17615.0
511,Hospital 1094,District 20,Instrument 7,702,702.0
512,Hospital 1095,District 13,Instrument 2,49560,109.40397350993378
513,Hospital 1095,District 13,Instrument 3,170352,376.05298013245033
514,Hospital 1095,District 13,Instrument 5,3594,7.933774834437086
515,Hospital 1095,District 15,Instrument 2,10236,10236.0
516,Hospital 1095,District 18,Instrument 7,21037,4.2370594159113795
517,Hospital 1095,District 19,Instrument 2,30000,13.88888888888889
518,Hospital 1095,District 2,Instrument 2,362508,149.85861926415873
519,Hospital 1095,District 2,Instrument 3,1157,0.47829681686647374
520,Hospital 1095,District 20,Instrument 2,30076,159.13227513227514
521,Hospital 1095,District 20,Instrument 3,1109650,5871.1640211640215
522,Hospital 1095,District 34,Instrument 2,163215,163215.0
523,Hospital 1095,District 34,Instrument 3,419251,419251.0
524,Hospital 1095,District 34,Instrument 4,30074,30074.0
525,Hospital 1095,District 35,Instrument 2,116640,58320.0
526,Hospital 1095,District 39,Instrument 2,12976,98.3030303030303
527,Hospital 1095,District 39,Instrument 4,10539,79.8409090909091
528,Hospital 1095,District 41,Instrument 2,184940,733.8888888888889
529,Hospital 1095,District 41,Instrument 3,1264420,5017.539682539683
530,Hospital 1095,District 8,Instrument 2,18627,57.6687306501548
531,Hospital 1096,District 13,Instrument 2,13290,604.0909090909091
532,Hospital 1096,District 13,Instrument 5,12228,555.8181818181819
533,Hospital 1096,District 29,Instrument 2,82653,621.4511278195489
534,Hospital 1096,District 29,Instrument 3,18367,138.09774436090225
535,Hospital 1096,District 29,Instrument 4,13776,103.57894736842105
536,Hospital 1096,District 29,Instrument 5,44082,331.4436090225564
537,Hospital 11,District 20,Instrument 2,67320,5610.0
538,Hospital 11,District 20,Instrument 3,19860,1655.0
539,Hospital 11,District 28,Instrument 2,81840,327.36
540,Hospital 11,District 28,Instrument 3,4800,19.2
541,Hospital 110,District 13,Instrument 2,8280,2760.0
542,Hospital 110,District 13,Instrument 5,48828,16276.0
543,Hospital 1100,District 13,Instrument 2,1255,1255.0
544,Hospital 1100,District 13,Instrument 5,7758,7758.0
545,Hospital 1100,District 20,Instrument 2,61142,413.1216216216216
546,Hospital 1100,District 20,Instrument 3,8758,59.17567567567568
547,Hospital 1100,District 20,Instrument 7,468,3.1621621621621623
548,Hospital 1100,District 28,Instrument 2,20305,54.73045822102426
549,Hospital 1100,District 32,Instrument 2,12968,166.25641025641025
550,Hospital 1100,District 32,Instrument 5,4085,52.37179487179487
551,Hospital 1100,District 34,Instrument 2,5892,111.16981132075472
552,Hospital 1100,District 34,Instrument 3,3543,66.84905660377359
553,Hospital 1100,District 4,Instrument 2,29250,29250.0
554,Hospital 1101,District 13,Instrument 2,5940,64.56521739130434
555,Hospital 1101,District 13,Instrument 3,3234,35.15217391304348
556,Hospital 1101,District 20,Instrument 2,4888,125.33333333333333
557,Hospital 1101,District 20,Instrument 3,15373,394.1794871794872
558,Hospital 1102,District 13,Instrument 2,290654,48.426191269576805
559,Hospital 1102,District 13,Instrument 3,273451,45.559980006664446
560,Hospital 1102,District 13,Instrument 5,33228,5.53615461512829
561,Hospital 1102,District 13,Instrument 8,6539,1.0894701766077974
562,Hospital 1102,District 20,Instrument 2,6704,32.86274509803921
563,Hospital 1102,District 20,Instrument 3,37765,185.12254901960785
564,Hospital 1102,District 34,Instrument 2,2520,1260.0
565,Hospital 1102,District 34,Instrument 3,9348,4674.0
566,Hospital 1102,District 50,Instrument 2,3253,3253.0
567,Hospital 1102,District 50,Instrument 3,6414,6414.0
568,Hospital 1102,District 50,Instrument 5,64260,64260.0
569,Hospital 1104,District 13,Instrument 3,12241,35.89736070381232
570,Hospital 1104,District 20,Instrument 2,17640,156.10619469026548
571,Hospital 1104,District 20,Instrument 3,900,7.964601769911504
572,Hospital 1104,District 34,Instrument 2,384,384.0
573,Hospital 1104,District 34,Instrument 3,108,108.0
574,Hospital 1104,District 34,Instrument 5,150,150.0
575,Hospital 1104,District 50,Instrument 3,19653,19653.0
576,Hospital 1105,District 12,Instrument 2,63738,330.24870466321244
577,Hospital 1105,District 12,Instrument 3,9274,48.05181347150259
578,Hospital 1105,District 13,Instrument 2,1101,1101.0
579,Hospital 1105,District 28,Instrument 2,14328,14328.0
580,Hospital 1105,District 28,Instrument 3,2082,2082.0
581,Hospital 1105,District 28,Instrument 4,1620,1620.0
582,Hospital 1105,District 34,Instrument 2,4500,4500.0
583,Hospital 1105,District 34,Instrument 3,6624,6624.0
584,Hospital 1105,District 34,Instrument 7,1620,1620.0
585,Hospital 1105,District 41,Instrument 2,6000,6000.0
586,Hospital 1105,District 41,Instrument 3,240,240.0
587,Hospital 1106,District 18,Instrument 2,3056,3056.0
588,Hospital 1106,District 20,Instrument 2,24444,31.05972045743329
589,Hospital 1106,District 20,Instrument 3,5760,7.3189326556543834
590,Hospital 1106,District 20,Instrument 7,2325,2.95425667090216
591,Hospital 1106,District 41,Instrument 2,1560,6.582278481012659
592,Hospital 1106,District 41,Instrument 3,1380,5.822784810126582
593,Hospital 1106,District 41,Instrument 5,18480,77.9746835443038
594,Hospital 1108,District 13,Instrument 2,15312,12.28892455858748
595,Hospital 1108,District 13,Instrument 5,9363,7.514446227929374
596,Hospital 1108,District 20,Instrument 2,14692,544.1481481481482
597,Hospital 1108,District 20,Instrument 3,6036,223.55555555555554
598,Hospital 1108,District 41,Instrument 2,6000,11.009174311926605
599,Hospital 1108,District 41,Instrument 3,3120,5.724770642201835
600,Hospital 1110,District 17,Instrument 2,24919,830.6333333333333
601,Hospital 1110,District 20,Instrument 3,552,6.4186046511627906
602,Hospital 1110,District 34,Instrument 2,4296,4296.0
603,Hospital 1110,District 34,Instrument 3,2658,2658.0
604,Hospital 1110,District 34,Instrument 4,144,144.0
605,Hospital 1110,District 4,Instrument 2,30240,3024.0
606,Hospital 1110,District 41,Instrument 2,2580,107.5
607,Hospital 1110,District 41,Instrument 3,4395,183.125
608,Hospital 1110,District 44,Instrument 2,174960,140.64308681672026
609,Hospital 1110,District 50,Instrument 2,5076,5076.0
610,Hospital 1110,District 8,Instrument 2,28387,767.2162162162163
611,Hospital 1111,District 13,Instrument 2,586235,1203.7679671457906
612,Hospital 1111,District 13,Instrument 3,379782,779.8398357289527
613,Hospital 1111,District 13,Instrument 4,252192,517.8480492813142
614,Hospital 1111,District 13,Instrument 5,66240,136.0164271047228
615,Hospital 1111,District 13,Instrument 8,1268,2.6036960985626285
616,Hospital 1111,District 17,Instrument 2,13426,312.2325581395349
617,Hospital 1111,District 17,Instrument 4,420,9.767441860465116
618,Hospital 1111,District 20,Instrument 2,5304,36.32876712328767
619,Hospital 1111,District 20,Instrument 3,16368,112.10958904109589
620,Hospital 1111,District 28,Instrument 3,2520,42.0
621,Hospital 1111,District 28,Instrument 4,40080,668.0
622,Hospital 1111,District 28,Instrument 5,30060,501.0
623,Hospital 1111,District 32,Instrument 5,120,120.0
624,Hospital 1111,District 34,Instrument 2,420,420.0
625,Hospital 1111,District 34,Instrument 3,240,240.0
626,Hospital 1111,District 41,Instrument 2,18036,322.07142857142856
627,Hospital 1111,District 41,Instrument 3,9612,171.64285714285714
628,Hospital 1111,District 41,Instrument 5,7560,135.0
629,Hospital 1111,District 50,Instrument 2,27540,27540.0
630,Hospital 1111,District 50,Instrument 5,90000,90000.0
631,Hospital 1111,District 50,Instrument 7,5337,5337.0
632,Hospital 1111,District 8,Instrument 2,6432,6.968580715059589
633,Hospital 1111,No District Available,Instrument 4,107568,107568.0
634,Hospital 1113,District 13,Instrument 3,366,3.024793388429752
635,Hospital 1113,District 13,Instrument 5,10430,86.19834710743801
636,Hospital 1113,District 20,Instrument 2,42405,42405.0
637,Hospital 1113,District 20,Instrument 3,35466,35466.0
638,Hospital 1113,District 20,Instrument 7,3276,3276.0
639,Hospital 1113,District 29,Instrument 2,24102,803.4
640,Hospital 1113,District 29,Instrument 5,1500,50.0
641,Hospital 1113,District 50,Instrument 5,98795,98795.0
642,Hospital 1114,District 18,Instrument 7,1756,351.2
643,Hospital 1114,District 20,Instrument 2,9803,9803.0
644,Hospital 1114,District 20,Instrument 3,5665,5665.0
645,Hospital 1114,District 20,Instrument 7,702,702.0
646,Hospital 1114,District 28,Instrument 2,16170,4042.5
647,Hospital 1114,District 28,Instrument 3,16980,4245.0
648,Hospital 1115,District 50,Instrument 2,1814,1814.0
649,Hospital 1116,District 13,Instrument 2,3825,29.198473282442748
650,Hospital 1116,District 15,Instrument 2,1350,675.0
651,Hospital 1116,District 15,Instrument 3,372,186.0
652,Hospital 1116,District 28,Instrument 2,10056,335.2
653,Hospital 1116,District 28,Instrument 3,5424,180.8
654,Hospital 1116,District 39,Instrument 2,19303,804.2916666666666
655,Hospital 1116,District 39,Instrument 7,3981,165.875
656,Hospital 1116,District 50,Instrument 7,74373,74373.0
657,Hospital 1120,District 39,Instrument 2,346,1.8306878306878307
658,Hospital 1120,District 39,Instrument 7,206,1.08994708994709
659,Hospital 1121,District 10,Instrument 7,162828,29.26455787203451
660,Hospital 1121,District 13,Instrument 2,22410,88.22834645669292
661,Hospital 1121,District 13,Instrument 3,23023,90.64173228346456
662,Hospital 1121,District 13,Instrument 4,11511,45.318897637795274
663,Hospital 1121,District 13,Instrument 5,22740,89.5275590551181
664,Hospital 1121,District 15,Instrument 2,55080,324.0
665,Hospital 1121,District 15,Instrument 3,44292,260.54117647058825
666,Hospital 1121,District 15,Instrument 5,15780,92.82352941176471
667,Hospital 1121,District 15,Instrument 7,12720,74.82352941176471
668,Hospital 1121,District 18,Instrument 2,300733,300733.0
669,Hospital 1121,District 18,Instrument 5,1052,1052.0
670,Hospital 1121,District 19,Instrument 2,26354,164.7125
671,Hospital 1121,District 20,Instrument 2,31248,267.0769230769231
672,Hospital 1121,District 20,Instrument 3,20970,179.23076923076923
673,Hospital 1121,District 28,Instrument 2,23914,67.55367231638418
674,Hospital 1121,District 28,Instrument 3,23136,65.35593220338983
675,Hospital 1121,District 28,Instrument 4,22491,63.53389830508475
676,Hospital 1121,District 32,Instrument 2,80154,80154.0
677,Hospital 1121,District 32,Instrument 3,40044,40044.0
678,Hospital 1121,District 32,Instrument 4,3780,3780.0
679,Hospital 1121,District 32,Instrument 5,54654,54654.0
680,Hospital 1121,District 32,Instrument 8,14840,14840.0
681,Hospital 1121,District 34,Instrument 2,10939,49.722727272727276
682,Hospital 1121,District 34,Instrument 3,11575,52.61363636363637
683,Hospital 1121,District 34,Instrument 4,3288,14.945454545454545
684,Hospital 1121,District 34,Instrument 5,1950,8.863636363636363
685,Hospital 1121,District 34,Instrument 7,15508,70.49090909090908
686,Hospital 1121,District 34,Instrument 8,906,4.118181818181818
687,Hospital 1121,District 35,Instrument 2,595421,138.59892923649906
688,Hospital 1121,District 39,Instrument 2,138544,138544.0
689,Hospital 1121,District 39,Instrument 4,674,674.0
690,Hospital 1121,District 39,Instrument 7,94257,94257.0
691,Hospital 1121,District 41,Instrument 2,140724,2164.9846153846156
692,Hospital 1121,District 41,Instrument 3,155340,2389.846153846154
693,Hospital 1121,District 41,Instrument 5,37518,577.2
694,Hospital 1121,District 41,Instrument 8,20040,308.3076923076923
695,Hospital 1121,District 48,Instrument 7,12852,20.596153846153847
696,Hospital 1121,District 48,Instrument 8,1950,3.125
697,Hospital 1121,District 50,Instrument 2,66293,66293.0
698,Hospital 1121,District 50,Instrument 3,181838,181838.0
699,Hospital 1121,District 50,Instrument 5,178007,178007.0
700,Hospital 1121,District 50,Instrument 7,13099,13099.0
701,Hospital 1123,District 28,Instrument 2,48000,7.741935483870968
702,Hospital 1123,District 28,Instrument 3,29779,4.803064516129032
703,Hospital 1123,District 32,Instrument 2,3900,3900.0
704,Hospital 1123,District 32,Instrument 3,1854,1854.0
705,Hospital 1123,District 32,Instrument 5,647,647.0
706,Hospital 1123,District 41,Instrument 2,10947,10947.0
707,Hospital 1123,District 41,Instrument 3,16800,16800.0
708,Hospital 1123,District 50,Instrument 2,9912,9912.0
709,Hospital 1124,District 17,Instrument 2,4306,4306.0
710,Hospital 1124,District 17,Instrument 3,957,957.0
711,Hospital 1124,District 29,Instrument 2,80091,80091.0
712,Hospital 1124,District 29,Instrument 3,1631,1631.0
713,Hospital 1124,District 39,Instrument 2,16850,16850.0
714,Hospital 1124,District 50,Instrument 3,55175,55175.0
715,Hospital 1124,District 50,Instrument 4,62949,62949.0
716,Hospital 1126,District 18,Instrument 7,537005,537005.0
717,Hospital 1126,District 34,Instrument 2,24831,24831.0
718,Hospital 1126,District 34,Instrument 3,13788,13788.0
719,Hospital 1126,District 34,Instrument 4,5448,5448.0
720,Hospital 1126,District 34,Instrument 5,900,900.0
721,Hospital 1126,District 34,Instrument 7,39000,39000.0
722,Hospital 1126,District 50,Instrument 7,3387,3387.0
723,Hospital 1127,District 20,Instrument 2,1607,4.53954802259887
724,Hospital 1127,District 20,Instrument 3,1379,3.8954802259887007
